https://teknologi.id/bisnis/bisnis-cloud-computing-berkembang-setiap-tahunnya/,Bisnis Cloud Computing Berkembang Setiap Tahunnya,"Mulai dikenal sejak tahun 2000-an bisnis Cloud Computing semakin berkembang. Itupun diakui oleh salah satu pegiat bisnis Cloud ini, Direktur PT Infinys System Indonesia, Louis Larry. Larry mengatakan jika bisnis tersebut akan semakin berkembang setiap tahunnya. “Menurut saya growing, saya lihat banyak orang yang mending memilih Cloud daripada beli server sendiri. Ekosistemnya sudah banyak mendukung perkembangan Cloud, misal temennya (perusahaan lain) sudah menggunakan Cloud, jadi ikut-ikut pakai Cloud” ujar Larry. Selain itu, menurut Larry perkembangan Cloud yang sangat besar ini tidak kurang dari langkah para penggagas teknologi yang lebih besar. Seperti halnya, saat ini Microsoft, Alphabet dan banyak perusahaan lainnya telah menekankan ke Cloud. “Banyak perusahaan raksasa juga sudah mendukung Cloud. Jadi bisnisnya akan sangat cerah,” ujarnya. Apalagi beberapa tahun terakhir disaat bisnis tersebut telah berkembang. Isu mengenai kerentanan keamanan dan privasi pun sempat menjadi momok bagi bisnis Cloud. Banyak dari penggunanya mempertanyakan soal kebocoran data. Namun menurut Louis, saat ini isu tersebut tidak menjadi hal yang ditakuti lagi. “Mungkin banyak yang bertanya atau mengira jika keamanan data di CLoud ada di-providernya. Kalau di Cloud base praktivis kita sebagai provider tidak punya” ujarnya. “Ibaratnya kita menyediakan loker, kita kasih kunci dan konsumen yang pegang kuncinya. Keamanan di Cloud sudah tidak menjadi pertimbangan untuk sisi keamanannya” sambungnya. Menurut Sales & Marketing Manager Infinys Indonesia, Bachtiar Rifai saat ini di perusahaanya juga tengah mempersiapkan sertifikasi ISO 207001 untuk tahun ini. Hal tersebut diperkenalkan untuk membuat para konsumen semakin percaya dalam hal keamanan data. “Sertifikasi ISO 207001 sedang dalam proses pengajuan. Ini berlaku untuk semua produk yang kita punya dari data center, hardware, sehingga akses ter-manage dengan sangat rapih. Lulus sertifikasi tahun ini menjadi salah satu faktor keamanan lebih terjamin” ujar Rifai."
https://teknologi.id/tekno/gandeng-happyfresh-grab-boyong-layanan-pesan-antar-barang-belanja/,"Gandeng HappyFresh, Grab Boyong Layanan Pesan Antar Barang Belanja","Grab menghadirkan fitur terbaru di dalam aplikasinya, yakni GrabFresh di bawah menu Groceries. GrabFresh menjadi layanan on-demand untuk barang belanja kebutuhan sehari-hari.Layanan GrabFresh merupakan kolaborasi antara Grab dengan HappyFresh, penyedia layanan belanja kebutuhan sehari-hari. Setelah diperkenalkan pertama kali oleh Co-Founder dan CEO Anthony Tan di Singapura pada Juli lalu, sekarang layanan GrabFresh dari Grab sudah resmi tersedia di Indonesia.Dengan adanya GrabFresh menambah lini layanan yang dihadirkan oleh Grab di samping transportasi, pengiriman makanan serta barang. Grab mempertegas posisi untuk mewujudkan misinya menjadi ‘everyday superapp’ alias aplikasi yang menyediakan berbagai layanan sehari-hari bagi masyarakat. Layanan GrabFresh memungkinkan belanjaan sampai di hari yang sama sehingga, memudahkan pengguna yang ingin memasak lngsung atau menggunakan barang yang dimaksud. Managing Director Grab Indonesia, Ridzki Kramadibrata mengatakan “GrabFresh adalah sebuah layanan baru dari Grab untuk mewujudkan platform everyday superapp serta dapat membangun microfinance dan loyalitas pelanggan,” Kehadiran layanan baru ini merupakan buah dari kerjasama Grab dengan Happy Fresh. GrabFresh akan menggunakan tenaga personal shopper dari HappyFresh yang terlatih untuk memilah produk yang berkualitas untuk pelanggan. “Mereka adalah karyawan kami yang terlatih untuk belanja di supermarket, mereka terlatih untuk memilih buah yang segar, daging yang segar dengan produk yang terbaik pastinya,” kata Co-Founder dan CTO HappyFresh, Fajar Budiprasestyo. Minimal pemesanan layanan GrabFresh minimal harus mencapai Rp 100 ribu. Pengguna Grab belum bisa membayar layanan GrabFresh menggunakan Ovo. Opsi pembayaran yang tersedia, untuk sementara, baru tersedia tunai dan non tunai (kartu kredit dan debit). Tetapi, untuk saat ini layanan GrabFresh baru tersedia di Jakarta, Depok, Tangerang, Bekasi, Bandung, dan Surabaya. Namun tidak usah khawatir, Grab menyatakan ke depannya bakal memperluas jangkauan layanan ini ke kota-kota lain. Secara bisnis HappyFresh sudah hadir sejak 2015, menjangkau lebih dari 1 juta keluarga di 10 kota. Pengguna HappyFresh didominasi oleh kaum perempuan berusia 25-35 tahun. Mereka rata-rata sudah bekerja dan berkeluarga."
https://teknologi.id/tekno/keren-china-ciptakan-mobil-mirip-amuba-yang-bisa-membelah-diri/,Keren! China Ciptakan Mobil Mirip Amuba yang Bisa Membelah Diri,"Saat ini berbagai pabrikan otomotif dunia tengah berlomba-lomba mengembangkan kendaraan masa depan. Salah satunya yang dibuat oleh Sugar Chow asal China yaitu Roewe I-Unit 2025 Concept. Disebut-sebut mobil ini akan menjadi mobil masa depan yang ditargetkan khusus generasi muda. Sebenarnya mobil Roewe I-Unit 2025 Concept merupakan wujud dari dua mobil jadi satu. Desain mobil ini setidaknya mirip dengan mobil city car SmartFortwo yang sangat mungil, tetapi mobil dibuat berbeda yang bisa membelah diri jadi dua layaknya bakteri amuba. Selain itu saat mobil ini membelah diri atau saat terpisah masing-masing bagian mampu beroperasi sendiri. Disetiap mobil terdiri dari roda depan besar dan dua roda kecil yang tersembunyi di bawah body bagian belakang. Uniknya, mobil ini tak dilengkapi pintu agar lebih mudah akses keluar masuk. Mobil ini kabarnya akan sepenuhnya dioperasikan secara otonom. Dengan begitu, penumpang cukup masuk dan duduk manis di dalam Roewe I-Unit 2025. Meski terlihat canggih dan modern, tetapi sayang mereka tidak menyebutkan spesifikasi mesin apa yang dibenamkan pada Roewe I-Unit 2025 nanti. Namun tidak menutup kemungkinan, kendaraan ini akan dibenamkan motor listrik kecil yang dapat diletakkan di depan dan sebuah baterai di lantai. Jika melihat desainnya yang cukup lucu, tentunya akan membuat penasaran ketika nanti akan hadir di sejumlah jalanan perkotaan di masa depan."
https://teknologi.id/tekno/8064/,Peneliti Jepang Segera Uji Coba Lift Antariksa,"Apa jadinya jika ada lift yang membawa kamu ke ruang angkasa? Mungkin hal ini tidak mudah terbayang. Lift antariksa sedang dikembangkan oleh tim di Jepang. Rencananya, teknologi ini akan menjalani uji coba pada September 2018. Seperti apa nantinya terobosan baru ini? Tim peneliti di Jepang sedang mengembangkan sebuah ‘lift luar angkasa’ yang akan diuji coba untuk pertama kalinya pada bulan ini. Lift dalam versi miniatur yang dipasang pada satelit akan diluncurkan ke luar angkasa untuk menguji teknologinya. Rencananya miniatur lift antariksa akan diluncurkan ke luar angkasa oleh badan antariksa Jepang pekan depan dari Pulau Tanegashima di Jepang bagian selatan. Diproduksi oleh para peneliti di Universitas Shizuoka dan akan dikirim ke luar Bumi menggunakan roket H-2B. Uji coba ini akan melibatkan sebuah miniatur lift yang berbentuk kotak dengan panjang hanya 6 cm, lebar 3 cm dan tinggi 3 cm. Miniatur lift itu dilengkapi sebuah motor penggerak. Di luar angkasa, miniatur lift itu akan bergerak di sebuah kabel sepanjang 10 meter, yang membentang di antara dua satelit mini. Seorang juru bicara Universitas Shizuoka mengatakan ”Ini akan menjadi eksperimen pertama di dunia untuk menguji pergerakan lift di luar angkasa,” Pergerakan miniatur lift itu akan dipantau oleh kamera-kamera yang terpasang pada kedua satelit. Gagasan ini pertama kali dicetuskan pada tahun 1895 oleh seorang ilmuwan Rusia, Konstantin Tsiolkovsky, setelah dia melihat Menara Eiffel di Paris, Prancis. Hampir seabad kemudian ide ini dituangkan oleh penulis Inggris, Arthur C. Clarke dalam novelnya yang berjudul The Fountains of Paradise. Namun, penghalang teknis selalu membuat gagasan itu terhenti pada tahap pengonsepan. Kini sebuah perusahaan konstruksi Jepang bernama Obayashi juga memiliki ambisi untuk mengirim turis ke luar angkasa pada 2050 menggunakan lift antariksa. Obayashi menyatakan pihaknya bisa menggunakan material carbon nanotube, yang diketahui 20 kali lebih kuat dari baja, untuk merakit sebuah lift di ketinggian 96 ribu kilometer di atas permukaan Bumi. Teknologi ini diharapkan akan bisa mewujudkan mimpi manusia untuk menembus luar angkasa hanya menggunakan lift, alih-alih roket, dari Bumi. Kini sebuah perusahaan konstruksi Jepang bernama Obayashi juga memiliki ambisi untuk mengirim turis ke luar angkasa pada 2050 menggunakan lift antariksa. Perusahaan itu mengatakan akan menggunakan material nanotube karbon, yang 20 kali lebih kuat dari baja, untuk membangun corong lift setinggi 96.000 kilometer di atas permukaan Bumi."
https://teknologi.id/tekno/nubia-alpha-ponsel-yang-melingkar-di-pergelangan-tangan/,"Nubia Alpha, Ponsel yang Melingkar di Pergelangan Tangan","Perkembangan teknologi semakin canggih, apalagi smartphone. Melihat perkembangan smartphone dari tahun ke tahun, pernahkah kamu berpikir akan seperti apa ponsel di masa depan? Siapa sangka smartphone yang selama ini kita genggam kini bisa menempel di pergelangan tangan. Namanya Nubia, sebuah produsen ponsel di China telah membuat sebuah perangkat yang tampak seperti karya fiksi ilmiah. Perangkat yang dinamai Nubia Alpha, sebuah telepon yang dipakai di pergelangan tangan! Kamu mungkin mengira itu seperti smartwatch, tapi ini berbeda. Di ajang IFA 2018, Berlin, Jerman, Nubia memamerkan ponsel konsep bertajuk “Alpha” yang lebih mirip seperti arloji pintar (smartwatch). Nubia Alpha memiliki layar OLED, yang melingkar di pergelangan tangan. Bahkan memiliki kamera depan yang bisa melakukan panggilan video ataupun selfie. Tetapi, Nubia Alpha tidak ada yang bisa mencobanya saat pameran berlangsung. Pengunjung hanya boleh melihatnya dari etalase kaca dan demo dari pihak Huawei. Gadget ini terbilang unik. Namun, memiliki layar yang panjang dan sempit yang mungkin membuat pemiliknya tidak nyaman untuk menonton video atau melihat foto. Dan hanya ada satu-satunya kemera yang terbenam cuma kamera depan saja. Sayangnya, ponsel ini memiliki sejumlah kekurangan. Hanya memiliki baterai 500mAh, yang tidak akan bertahan seharian. Tapi Nubia mengatakan bahwa mereka sedang bekerja menggunakan baterai yang lebih besar. Tetapi, masih belum jelas apakah Nubia Alpha ini akan selamanya menjadi ponsel konsep, atau bakal dijual untuk masyarakat umum."
https://teknologi.id/tekno/unik-kota-tanpa-internet-dan-smartphone-di-amerika/,Unik! Kota Tanpa Internet dan Smartphone di Amerika,"Jika kamu berkunjung ke Green Bank yang berada di Pocahontas County, Amerika Serikat, jangan berharap kamu bisa menemukan internet atau smartphone. Kemajuan teknologi memang sukses memperkenalkan kita dengan internet dan smartphone. Bahkan di zaman yang serba teknologi seperti sekarang mustahil jika kita tidak menggunakan smartphone atau internet. Namun, berbeda dengan Green Bank yang berada di tempat paling tenang di muka bumi. Tanpa sinyal, WiFi, bahkan radio dan televisi. Jika kamu berpikir bahwa Green Bank adalah daerah yang mengalami buta teknologi, maka kamu salah. Di kota ini kamu bisa menemukan teleskop radio terbesar di bumi, Robert C. Byrd Bank Telescope (GBT). Dan jika kamu masih berpikir bahwa penduduk Green Bank memilih untuk lepas dari kemajuan teknologi, maka kamu salah. Karena keberadaan GBT lah alasan mengapa kota ini tidak menggunakan internet ataupun smartphone. Adanya gelombang eletromagnetik pada smartphone yang membuat kota ini tidak menggunakan smartphone. Setiap emisi yang berasal dari gelombang radio atau smartphone bisa sangat mengganggu kerja GBT. Tidak hanya teknologi seperti internet dan smartphone yang dilarang untuk digunakan, di kota ini juga penggunaan mobil tidak diperbolehkan. Hal itu di karenakan bahan bakar bensin yang menggunakan busi sebagai pembakar campuran,  akan membuat udara dan bunga api listrik menghasilkan gelombang elektromagnetik. Mungkin kamu berpikir apakah akan ada orang yang betah tinggal di kota ini, jawabannya ya. Setidaknya, kamu akan menemukan 140 penduduk yang berada di kota Green Bank ini. Selama beberapa tahun, banyak orang yang memutuskan untuk pindah ke Green Bank karena menderita Hipersentivitas Elektromagnetik. Apalagi jika seseorang terlalu banyak menerima radiasi elektromagnetik, ia akan merasa gejala seperti pusing, mual, denyut jantung tidak teratur dan nyeri pada bagian dada. Di kota ini kamu tidak akan menemukan restoran, bioskop, atau toko di daerah ini. Semuanya tidak bisa kamu temukan. Namun satu hal yang bisa kamu nikmati, adalah terhindar dari berbagai penyakit yang disebabkan oleh radiasi. Tertarik untuk berkunjung ke Green Bank?"
https://teknologi.id/tekno/instagram-akan-hadirkan-aplikasi-belanja-online-benarkah/,"Instagram Akan Hadirkan Aplikasi Belanja Online, Benarkah?","Selain jadi media sosial paling eksis di kalangan millennial masa kini, Instagram juga mulai punya fungsi penting lain yaitu sebagai marketplace. Online shop atau olshop tentunya sudah tidak asing lagi. Sekarang banyak orang yang menekuni bidang ini karena jumlah keuntungan yang menjanjikan. Selain lebih fleksibel, banyak media yang dapat digunakan untuk menjajakan barang dagangan, seperti Facebook, Twitter, blog, dan Instagram. Namun banyak orang yang lebih memilih lewat instagram. Tapi tahukah kamu bahwa ternyata Instagram sendiri akan membuat aplikasi belanja online? Kini instagram, sedang fokus memisahkan sebagian fungsi di platform-nya menjadi aplikasi mandiri. Setelah fitur pesan DM (Direct Message), sekarang giliran layanan belanja online-nya akan dijadikan aplikasi mandiri. Dikabarkan, Aplikasi itu bernama ‘IG Shopping’ yang mempunyai fungsi membantu pengguna Instagram mencari koleksi barang yang dijual oleh akun toko online atau pengguna lain yang di-follow. Tetapi IG Shopping masih dalam tahap mengembangan, sehingga ada kemungkinan aplikasi ini tak jadi diluncurkan. Namun, banyak isu yang beredar bahwa Instagram berada dalam posisi baik untuk ekspansi ke bisnis e-commerce. Namun, pihak Instagram sendiri memilih menolak berkomentar terkait isu ini. Instagram boleh percaya diri soal keputusannya merambah ke industri e-commerce. Karena, tidak sedikit pengguna memanfaatkan media sosial berbagi foto dan video ini untuk berjualan. Informasi dari keuangan kuartal kedua 2018, Chief Operation Officer Facebook Sheryl Sandberg berkata ada 25 juta lebih pebisnis memiliki akun Instagram, dan 2 juta di antaranya adalah pengiklan. Empat dari lima pengguna Instagram mengikuti akun toko online. Itu dapat dikatakan sebagai alasan instagram bikin aplikasi sendiri untuk belanja online. Dengan menyediakan wadah untuk aktivitas belanja online yang semakin populer di Instagram, berarti membuka peluang meraih pendapatan tambahan di luar bisnis media sosial. Sudah terlihat sejak bulan November 2016 lalu, langkah Instagram yang mengarahkan layanannya ke e-commerce. Ketika perusahaan menguji fitur tag harga pada foto. Fitur yang mengizinkan pengguna beli langsung dari foto itu kemudian dirilis pada Maret 2017. Saat ini, Instagram juga mengujicobakan fitur belanja lewat Stories. Ternyata hal ini mirip dengan yang dilakukan oleh perusahaan induknya, Facebook. Sebelumnya Facebook juga sudah mulai mengembangkan aplikasi yang didedikasi untuk platform e-commerce. Beberapa merchant dikabarkan juga sudah terdaftar dalam layanan tersebut."
https://teknologi.id/tekno/replika-bugatti-chiron-dari-lego-yang-bisa-dikemudikan/,Replika Bugatti Chiron dari Lego yang Bisa Dikemudikan,"Bulan Juni lalu, Lego menciptakan miniatur supercar Bugatti Chiron berskala 1:8 dari 3.599 biji Lego Technic. Namun, nampaknya mereka belum puas, karena mereka baru saja memamerkan kreasi yang lebih keren lagi, yakni replika 1:1 dari Bugatti Chiron. Tim Lego menghabiskan lebih dari 13.000 jam untuk mewujudkannya. Total ada lebih dari satu juta biji Lego Technic yang digunakan dan semuanya tanpa memanfaatkan perekat sama sekali. Namun yang paling mengejutkan, replika berbobot 1,5 ton ini ternyata dapat dikemudikan oleh manusia. Tentu saja larinya tidak mungkin sengebut Bugatti Chiron aslinya. Kecepatan maksimum replika Lego-nya ini cuma 20 km/jam, jauh dari top speed Chiron yang tercatat di angka 420 km/jam. Meskipun begitu, angka itu sudah cukup mengesankan mengingat ‘mesin’ yang diusung juga terbuat dari Lego, tepatnya dari ribuan motor penggerak dari platform Lego Power Functions yang sanggup menghasilkan tenaga 5,3 hp dan torsi 92 Nm."
https://teknologi.id/tekno/jepang-serius-garap-mobil-terbang/,Jepang Serius Garap Mobil Terbang,"Mungkin terdengar seperti sebuah gurauan, tetapi pemerintah Jepang memang berencana untuk mengembangkan mobil terbang. Pemerintah Jepang bersama pihak swasta memulai rencana mengembangkan mobil terbang. Inisiasi yang dilakukan pada Rabu (29/8) ini dicanangkan sebagai komitmen pemerintahan untuk mewujudkan kendaraan futuristis masa depan. Mobil terbang, yang dimaksud adalah mobil yang dapat lepas landas dan mendarat secara vertikal atau beroperasi tanpa pengemudi. Harapannya, mobil terbang dapat membantu mengurangi kemacetan di perkotaan. Gambaran peta jalan (road map) komersialisasi mobil terbang akan selesai pada akhir tahun, rencananya. Tetapi secara garis besar, saat ini konsep tersebut masih pada tahap teoretis. Pemerintah Jepang menggandeng raksasa penerbangan seperti Boeing dan Airbus, serta perusahaan lokal All Nippon Airways, Japan Airlines, NEC, dan Cartivator yang disokong Toyota. Pejabat Kementerian Perdagangan Jepang, Shinji Tokumasu mengatakan “(Mobil terbang) diharapkan bisa jadi solusi bagi permasalahan transportasi di pulau terpencil atau area bergunung, hingga operasi penyelamatan dan moda pengangkutan saat bencana,” Selanjutnya, Tokumasu mengatakan kalau inisiasi ini adalah langkah awal membentuk industri dan membuatnya bisa menghasilkan keuntungan di pasar global. Perusahaan startup dan perusahaan dibidang teknik sedang terlibat dalam pengembangan teknologi kendaraan semacam ini, namun hanya sedikit kemajuan yang telah dibuat dalam hal legislasi dibidang keselamatan. Sebelumnya di Jepang, para teknisi proyek Cartivator sudah mengembangkan kendaraan roda tiga yang dibekali teknologi drone untuk terbang. Toyota dan perusahaan afiliasinya sudah mengeluarkan dana hingga US$522,000 atau sekitar Rp7,7 miliar untuk proyek itu. Cartivator berharap dapat memamerkan purwarupa mobil terbangnya yang dinamai “SkyDrive” pada akhir 2019, sehingga dapat digunakan untuk menyalakan api Olimpiade Tokyo 2020. Ternyata, dalam lomba pengembangan mobil terbang Jepang tidak sendirian. Perusahaan seperti Uber, Google, Lilium Aviation, Safran, dan Honeywell juga ikut terjun ke sektor ini. Penggunaan mobil terbang diyakini akan membantu memecahkan masalah kemacetan di kota-kota besar. Meskipun, teknologi mobil terbang sudah mulai ada hal itu masih membutuhkan persetujuan pengaturan, yang bisa memakan waktu bertahun-tahun. Keren bukan? Apakah kamu mempunyai ide menarik seperti ini?"
https://teknologi.id/tekno/ini-dia-robot-yang-dapat-membantu-terapi-pada-anak-penderita-autis/,Ini Dia! Robot Yang Dapat Membantu Terapi Pada Anak Penderita Autis,"Kini tim peneliti dari Universitas Luksemburg menciptakan robot untuk membantu terapi anak penderita autis. Yap, robot kecil bernama QTrobot dari LuxAI yang merupakan spin-off dari karya Luxai. Kabarnya, mereka akan mempresentasikan temuan dalam konferensi RO-MAN 2018 pada akhir Agustus 2018. Dilansir dari laman Tech Crunch, Rabu (15/8/2018) robot tersebut kabarnya bisa menjadi penghubung antara terapis, orang tua dan anak-anak autis. Robot ini dilengkapi dengan wajah berbentuk LCD, memungkinkan anak-anak yang kewalahan oleh kontak manusia untuk menjadi lebih nyaman dalam pengaturan terapeutik. “Robot ini memiliki kemampuan untuk menciptakan interaksi segitiga antara terapis manusia, robot dan anak,” ujar co-founder Aida Nazarikhorram. “Segera setelah anak mulai berinteraksi dengan pendidik atau terapis untuk bertanya tentang robot atau memberikan umpan balik tentang perilakunya” sambungnya. Menurut kabarnya robot ini dapat membantu mengurangi kecemasan pada anak autis. Dan lebih menariknya, robot ini menjadi pilihan baik bagi anak-anak dibanding aplikasi dan tablet. Karena robot itu dibuat oleh para peneliti untuk menarik perhatian dan meningkatkan pembelajaran. Sepenuhnya robot ini sangat mandiri dan mudah diprogram. Para peneliti menemukan bahwa robot tidak menjadi fokus terapi tetapi malah membantu terapis terhubung dengan pasien."
